title,slogan,address,phone/0,email,web,categories/0,phone/1,categories/1,categories/2,socialNetwork/0,socialNetwork/1,categories/3,phone/2,categories/4,categories/5,categories/6,categories/7,categories/8,categories/9,categories/10,categories/11,categories/12,socialNetwork/2,socialNetwork/3,categories/13,categories/14,categories/15,categories/16,categories/17,categories/18,categories/19,,phone/3,phone/4,phone/5,phone/6,phone/7,phone/8,phone/9,categories/20,categories/21,categories/22,categories/23,categories/24,categories/25
MOLINOS DON MELCHOR SOCIEDAD ANONIMA MOMELSA,, Av. Alemana N° 6020 Edificio: S/n. Piso: S/n. Oficina: S/n. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marmolera Oriental,, Pampa de La Isla Pasando El Trillo ,3472025,,,Programas de televisión,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PFENNINGER BOLIVIA S.R.L.,, Av. Noel Kempff Mercado N° 1253 Edificio: Las Violetas Piso: 1 Oficina: 101 ,3121985,,,Fabricación de otros productos químicos n c p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEGURIDAD PRIVADA GENESIS,, Calle Chuquisaca N° 453 ,,,,Actividades de seguridad privada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGENCIA DESPACHANTE DE ADUANAS LOS ANGELES S.R.L.,, Calle San Pablo N° 2090 Oficina: 3460116 ,3360064,,,Otras actividades de apoyo al transporte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dr. CARMELO JESÚS VASQUEZ DATZER,Médico Pediatra, Monseñor Santiesteban Nº 471 ,3344280,carmeloj@cotas.com.bo,www.carmeloj.web.bo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESTETICA D PILARTE,, Calle Potosi N° 464 ,3301818,,,Servicios de centros de estética y spa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MOLDEADOS SANTA CRUZ S.R.L. MOLCRUZ S.R.L.,, Carr. Warnes-la Belgica Km. 3 N° S/n ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marmolera Aguilera,, Av. Radial 16 Final Villa Fátima ,3525427,,,Programas de radio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMPRESA CONSTRUCTORA AGRAMONTT,, Av. Beni Casi 2do Anillo N° 15-01 Edificio: Torre Chiquitana Dept.1501 Piso: 15 Oficina: 01 ,75025223,,,Construcción de obras de ingeniería civil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sudamericana,Veterinaria, Av. Pirai Calle Sapocó Nº 46 ,3524183,,,Veterinarias,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PETROSOIL SERVICIOS INTEGRALES S.A.,, Barrio Cañoto Calle 10 N° 11 ,3550177,,,"Reparación de maquinaria minera, industrial y de uso agropecuario",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MERTIND LTDA. MERCANTIL INDUSTRIAL LTDA.,, Calle Libertad N° 657 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMPRESA DE SERVICIOS ELECTRONICOS EMSELEC,, C/ Libertad N° 899 Edificio: Ed. Plaza Libertad Oficina: 207 ,3448765,,,Reparación de aparatos electrónicos de consumo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SELECTRICIND SERVICIOS ELECTRICOS INDUSTRIALES,, Km. 6 Doble Via A La Guardia N° 6270 ,72605995,,,"Generación, transmisión y distribución de energía eléctrica",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEGURIDAD CINTURONES NEGROS,, Av Alameda Junin N° 522 ,3331992,,,Actividades de seguridad privada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENT SALUD,Nosotros Cuidamos su Salud Dental, Calle Cochabamba Nº 199 esq. Ñuflo de Chavez ,3304699,dra.lorenam_dentsalud@hotmail.com,www.dentsalud.web.bo,Odontólogos pediátras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMPRESA CONSTRUCTORA A.C.T.,, Calle 3 Casa 25 Condominio Firenze N° 25 ,314-1131,,,Construcción de edificaciones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Parada & Asociados,Abogados, Pasaje Tumusla Nº 77 ,3375330,,,Estudios jurídicos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PETFORMAS S.A,, Av.virgen De Cotoca Zona Franca Industrial Winner N° S/n ,3486703,,,Fabricación de productos de plástico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marmo Landia Srl,, 3º Anillo Int Nº 3210 ,3472124,,,Marmoleras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POWER ENERGY S.R.L.,, Av. Cumavi B/18 De Marzo C/aguas Marinas N° 3400 ,3642861,,,"Generación, transmisión y distribución de energía eléctrica",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MATERIA PRIMA S.R.L.,, Av. Uruguay N° 640 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SARIAS S.R.L.,, Calle Padre Basiliano Landini Barrio Mac Donald N° 41 ,3419742,,,Actividades de seguridad privada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asociado Mostajo Sociedad Civil,Abogados, Calle Chuquisaca Nº 126 ,3330665,s_mostajo@yahoo.com,,Consultoras jurídicas,3301257,Estudios jurídicos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PEREZ PAZ ALUMINIUM,, Calle Matogroso N° 2415 ,349-3070,,,Fabricación de productos metálicos para uso estructural (construcción),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMPRESA COMPONENTS OPTIMAL 4 S.R.L.,, Calle Jose Mercado Aguado N° 578 ,3528702,,,"Reparación de computadoras, servidores informáticos y terminales informáticas ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CONSUELO,Moda y Diseño en Alta Costura, Ballivían Nº 102 esq. Cobija ,3301430,consuelobonaccelli@hotmail.com,www.consuelobonaccelli.web.bo,Confecciones de ropa,3301432,Diseñadores de modas,Diseñadores de ropa,,,Ropa para damas,3301433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMPRESA CONSTRUCTORA 308 S.R.L,, Calle La Riva N° 235 ,3301999,,,Construcción de edificaciones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Veneta,, Av. Mons. Rivero Nº 245 Of. C-1 ,3326000,,,Molinos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GUABIRA ENERGIA S.A.,, Carretera Guabira - Montero N° S/n. ,9225528,,,"Generación, transmisión y distribución de energía eléctrica",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAHS S.R.L.,, 4to Anillo Esq.dra. Maria De Oliveira N° 597 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PEREDO Y ARQUITECTOS ASOCIADOS,, Av La Barranca N° 650 ,3524906,,,Fabricación de partes y piezas de carpintería para edificios y construcciones de,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Solos Suites,," Km. 5 Al Norte, Cuadra y Media Al Este ",3428639,,,Moteles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAONA TOURS SRL,, Av. Iberica N° 44 ,3501081,,,Actividades de agencias de viajes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELECTRONICA SONITEL,, Av. Teniente Walter Vega N° 93 ,3351239,,,Reparación de aparatos electrónicos de consumo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VIDVEL,Parabrisas Importados Originales, Av. El Trompillo Nº 307 ,3596633,vidvelscz@yahoo.com,192.185.29.196/~vidvel,Parabrisas,3596384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMPRESA CONSTRUCTORA VERA HNOS S.R.L.,, 3er Anillo Ext.diagonal Club Hipico Uv.et-13 Mz C Sud Este ,,,,Construcción de edificaciones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMPRESA ELECTRICA ENDE GUARACACHI S.A.,, Av. Brasil Esq. Tercer Anillo Interno N° S/n Edificio: Guaracachi S.a. Piso: P/b Oficina: N/a ,3464632,,,"Generación, transmisión y distribución de energía eléctrica",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LABORATORIOS IFA S.A.,, Calle Moxos N° 441 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VERDAD & CONSECUENCIA,Exclusividad en Ropa, Calle España Nº 151 ,3122833,verdad.consecuencia@yahoo.com,www.verdadconsecuencia.web.bo,Boutiques,,Ropa juvenil,Ropa para damas,,,Ropa para varones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rio Grande,, Parque Industrial M.P.I. 13 ,3460021,,,Molineras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PELADORA DE ARROZ TOLABA,, Av.25 De Mayo Y Esq. Calle Montero N° 499 ,9232156,,,Beneficiado y elaboración de productos de molinería,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTA FE VIAJES S.R.L.,, Av. Ovidio Barbery_barrio Mac Donald N° 25 ,342-5050,,,Actividades de agencias de viajes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EL MANANTIAL INVERSIONES S.A.,, ProlongaciÓn Campero N° 194 Edificio: Memorial Park Piso: 1 Y 2 Oficina: A ,3361920,,,Servicios funerarios y actividades conexas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMPRESA CONSTRUCTORA VASTOK LTDA.,," Barrio Santa Isabel, Pasillo Antelo N° 1 ",3428932,,,Construcción de edificaciones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELECTROSERVI NM,, B/ El Trompillo N° 318 ,72678477,,,"Generación, transmisión y distribución de energía eléctrica",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KIRAH DESIGN S.R.L.,, Diagonal 2 Y Transversal 9 N° 229 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mindai,, Av. Omar Chavez ,3492992-3476650,,,Tiendas de calzados,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTA CRUZ TUR LTDA.,, Calle Rene Moreno N° 145 Edificio: Santa Cruz Tur Piso: P. Baja Oficina: 145 ,3340088,,,Actividades de agencias de viajes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DULCE VIDA SPA-CENTRO CLINICO DE ESTETICA LTDA,, Avda. Grigota N° 3444 ,,,,Servicios de centros de estética y spa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMPAÑIA ELECTRICA CENTRAL BULO BULO S.A.,, Av. San Martin N° 1700 Edificio: Centro Empresarial Equipetrol Norte Piso: Sexto ,3453700,,,"Generación, transmisión y distribución de energía eléctrica",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BLACK MOUNT S.A.,Fábrica de Cajas Fuertes, Calle Bolivar Nº384 entre Aroma y Quijarro ,3124583,blackmount_f@hotmail.com,www.blackmountbolivia.com,Cajas fuertes,,Fábricas de cajas fuertes,Mantenimiento de cajas fuertes,,,Sistemas de seguridad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PELADORA DE ARROZ CAMINO AL URUCU,, Av.final Ichilo Esq.camino Al Urucu N° S/n ,9242082,,,Beneficiado y elaboración de productos de molinería,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMPRESA CONSTRUCTORA S.P.G. S.R.L.,, Villa OrtuÑo -calle Lisboa N°5 N° 5 ,74611740,,,Construcción de edificaciones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JYPLAST LTDA,, Parque Industrial N° S/n ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Isolcruz Srl,, Av. Virgen de Cotoca / Jose M. Carrillo Nº 100 ,3477828,,,Molduras de yeso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTA CRUZ SERVICES S.A.,, Av. CaÑoto N° 950 Edificio: Fassil Piso: Pb ,3158370,,,Actividades de agencias de cobro y agencias de calificación crediticia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DESTAQUES,, Av. MonseÑor Rivero N° 359 Edificio: Milenium Oficina: 012 ,3345366,,,Servicios de peluquería y otros tratamientos de belleza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGROPARTNERS S.R.L.,, 4to Anillo E/av. Paragua Y Mutualista N° S/n Edificio: Agropartners S.r.l. ,3490100,,,"Suministro de vapor, aire acondicionado, agua caliente y producción de hielo",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLARO DE LUNA,Artesanías del Mundo, Calle Ñuflo de Chavez Nº 217 ,3358093,clarodeluna.bolivia@hotmail.com,www.clarodeluna.web.bo,Artesanías Internacionales,,Artesanías Nacionales,Decoraciones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INMETCRUZ INGENIERIA METALICA SANTA CRUZ,, Av. Pedro Rivera Mercado N° 3520 Edificio: - Piso: - ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PEGASO METALURGICA BOLIVIANA,, Carretera Al Norte Km 9 1/2 N° 17 ,3444236,,,Fundición de metales no ferrosos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMPRESA CONSTRUCTORA ROCSE ROMANO CONSTRUCCIONES Y SERVICIOS,, Av. Epifanio Rios C/ Libertad N° 164 Edificio: Edif. Antezana Piso: 2 Oficina: 2 ,39336077,,,Construcción de edificaciones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
San Jorge,," Av. Litoral Nº 351, 3º Anillo Externo ",3520237,,,Metalmecánicas,3577639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEPIBELL S.R.L.,, Manuel Ignacio Salvatierra N° 194 ,336-0027,,,Servicios de centros de estética y spa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FLORES CORAZON,"Florería, Eventos", Calle Moldes Nº 381 esq. Potosí ,3398936,info@floreriacorazon.com,www.floreriacorazon.web.bo,Arreglos florales,,Florerías,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INDUSTRIAS METALMECANICA Y EMPRESA DE SERVICIOS AGROINDUSTRIALES E INTEGRALES SA,, Av. Litoral N° 351 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PECUS AGROPECUARIA S.R.L.,, Av.cristo Redentor Calle Prof. Daria Castro N° S/n. Edificio: S/n. Piso: S/n. Oficina: S/n. ,3451781,,,"Explotación de mataderos, producción, procesamiento y conservación de carne y pr",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMPRESA CONSTRUCTORA LOPEZ & ZAMBRANA LTDA.,, Calle Aroma N° S/n Edificio: Sumuque Piso: 1 Oficina: 3 ,3415062,,,Construcción de obras de ingeniería civil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZURISADAI CONTROL S.R.L.,, Av. Nicolas Suarez 4to Anillo N° 3590 ,3482393,,,Actividades de arquitectura e ingeniería y actividades conexas de consultoría té,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAN MATEO SERVICIOS BOLIVIA,, Urbanizacion Las Palmeras Calle 3 N° 3531 ,3540191,,,Alquiler de vehículos automotores sin conductor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Inox Srl,, Parque Industrial Pi 29 A ,3625351,,,Industrias metalúrgicas,3498804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SyV ASOCIADOS Srl.,Agencia Despachante de Aduana," Av. Virgen de Cotoca Nº 2090, 1er Piso ",3644019,syvcontabilidad@cotas.com.bo,www.syvsrl.web.bo,Agencias despachantes de aduana,3644042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAVID NEMESIO CHIPANA QUISPE,, Calle Sara N° 69 ,77144350,,,"Reparación de computadoras, servidores informáticos y terminales informáticas",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INDUSTRIAS DEL NORTE S.R.L.,, Av. Muyurina Rotonda Sur N° S/n ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PATRICIA KOHLBERG ATELIER,, Calle Libertad Esq. CaÑada Strongest N° 899 ,344-9371,,,"Fabricación de prendas de vestir, excepto prendas de piel",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZOIAC CONSULTORA DE SERVICIOS-ESTUDIOS E INSUMOS PARA EL DESARROLLO AGROPECUARIO,, Av. Gregorio MÉndez N° S/n ,72622904,,,Consultoría en agronomía,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMPRESA CONSTRUCTORA GUARANI LTDA.,, Av. Centenario Calle/1 N° 40 ,3559496,,,Construcción de obras de ingeniería civil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Inmetcruz,, Av. Pedro Ribera M Nº 3520 ,3475474,,,Ingenieros metalúrgicos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAFETY FIRE SERVICE S.F.S.,," Calle Picada, Barrio Militar N° 40 ",3377393,,,Actividades de servicios de sistemas de seguridad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DABOL S.R.L.,, Calle Mapajos Barrio Los Tusequis N° 2380 ,3487723,,,"Reparación de computadoras, servidores informáticos y terminales informáticas",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHILY BRAVO,Tortas, Calle René Moreno esquina La Riva ,3351803,,www.chilybravo.web.bo,Tortas,3326546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PATRICIA DIEZ FARELL,, Calle Ingavi N° 580 ,70441386,,,Actividades de impresión,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Metal Mec,, Km 8 Carr Al N Orte ,3421234,,,Ingenieros metalúrgicos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZIADE INGENIERIA ELECTRICA Y CONSTRUCCIONES,, Pedro Ribera Mendez N° 1050 ,347-0544,,,Actividades de arquitectura e ingeniería y actividades conexas de consultoría té,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SABINA SERVICIOS MINOLTA,, Ba/ Panamericano Calle Venezuela N° 70 ,3338793,,,"Actividades de fotocopiado, preparación de documentos y otras actividades especi",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RADIAN T,," Avenida Noel Kenpff Mercado #711( sobre el tercer anillo interno ,altura de la clínica Udabol) ",32876...,,,Dermatologia,75568...,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMPRESA CONSTRUCTORA EUREKA S.R.L.,, Calle Flor De Canela Barrio El Fuerte N° 36 ,3300760,,,Construcción de edificaciones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COSMOPIEL S.R.L.,, Avenida German Bush N° 858 ,3394040,,,Servicios de centros de estética y spa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MOBILIER,Muebles y Decoraciones, Av. Argomosa Nº 108 Esq. Charcas ,332-6869,,www.mobilier.com.bo,Decoraciones,,Mueblerías,Muebles de madera,,,Muebles para oficinas,,Muebles rústicos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PATRICIA & AMELIA PATRA,, Barrio Villa Union Calle 3 Pando N° 68 ,3621672,,,"Fabricación de prendas de vestir, excepto prendas de piel",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S.F.P. HONOR,, B/flamingo N° 200 ,3358937,,,Actividades de seguridad privada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMPRESA CONSTRUCTORA CONAR S.R.L.,, Calle Carmelo Rodriguez B/seÑor De Los Milagros N° 3000 Edificio: - Piso: - Oficina: - ,3535013,,,Construcción de edificaciones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KREIDLER ODONTOLOGÍA,Odontólogo, Calle Sucre Nº 645 ,3393132,kreidlerodontologia@yahoo.com,www.kreidlerodontologia.web.bo,Odontólogos pediátras,72619000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZELMAR YBAÑEZ PEDRAZA,, Av. Paragua C/7 Los Laureles_y Av. Canal Cotoca N° 2095 ,3640991,,,Actividades de arquitectura e ingeniería y actividades conexas de consultoría té,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLUB PRIVADO COLONIAL,, Av. Virgen De Cotoca Barrio Totai N° 100 ,3606966,,,Servicios de centros de estética y spa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PASTELERIA LAS DELICIAS,, Calle Colon N° 45 ,3322020,,,Elaboración de productos de panadería,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S.E.L.M SERVICIOS DE EQUIPOS Y LUCES MULTIMEDIA,," Barrio Curupau, Av. Roca Y Coronado_4to Anillo N° S/n Edificio: Condomino Atlantica Piso: 1 Ofic ",343-1643,,,Alquiler de otros efectos personales y enseres domésticos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COPIAS ETC,Fotocopias e Impresiones, Av. Uruguay Nº 288 ,3371521,,www.copiasetc.com,Fotocopiadoras,3367865,Fotocopias,Ploteo de planos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMPORIUM CONSTRUCTORA Y SERVICIOS GENERALES S.R.L.,, Calle Bolivar N° 216 Piso: 3 Oficina: 1 ,3223685,,,"Instalaciones de fontanería, calefacción y aire acondicionado",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZASNOVATI ARCHITECTS AND DESIGNERS,, Av. Alemana B/fleig N° 2500 ,,,,Publicidad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLUB CAMPESTRE LAS PALMERAS,, Av. Doble Via A La Guardia N° S/n ,3525379,,,"Actividades de baños turcos, saunas y baños de vapor",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PASTELERIA KARAMELLE S.R.L.,, Av. Argentina N° 240 ,3328574,,,Elaboración de productos de panadería,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RUTA VERDE,, Calle 21 De Mayo N° 318 ,3396470,,,Actividades de agencias de viajes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TELEMERGENCIA,"Mientras usted no esta en casa, nosotros sí", Av. Santa Cruz Nº 658 ,3397777,comercial@telemergencia.com.bo,www.telemergencia.web.bo,Centros médicos,,Seguridad física privada y vigilancia,Sistemas de seguridad,,,Urgencias médicas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZAG & ASOCIADOS SERVICIOS DE CONSULTORIA S.R.L.,, Av. La Salle N° 2323 ,3111264,,,"Servicios de contabilidad, teneduría de libros y auditoria; consultoría fiscal",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLIMABOL,, Barrio Villa Fatima Doble Via A La Guardia N° 440 ,3534554,,,Reparación de aparatos de uso doméstico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PASTELERIA FRIDOLIN S.A.,, Av. CaÑoto Esquina Florida N° 645 Edificio: Fridolin ,3335333,,,Elaboración de productos de panadería,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMCONCIMET,, Av.la Campana Calle 12 N° 29 ,3472970,,,Construcción de edificaciones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RUTA 29 RENT A CAR,," Av. Roque Aguilera 3er Anillo Interno,b/aeronautico N° 512 ",76090006,,,Alquiler de vehículos automotores sin conductor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FOXCOMPUTERED,Servicios Integrales Informáticos, Condominio La Cazona Planta Baja #113 Av. Cristobal de Mendoza ,3414840,,www.foxcomputered.web.bo,Asesorías técnicas,,Consultoria y asesoria en servicios tecnicos,Reingenieria y proyectos,,,Servicios informaticos integrales,,Servicios informáticos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PASTA MIA,, Calle Quimome Nro 28 B/las Palmas N° 28 ,3562117,,,"Elaboración de pastas, macarrones y fideos",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Z & S GENERAL SERVICE & CONSULTING,, Urb Palma Real Calle Las Palmeras N° 12 ,3538978,,,"Servicios de contabilidad, teneduría de libros y auditoria; consultoría fiscal",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RUDY GASTON SERRANO CORTEZ,, Av. Alemana N° S/n ,3425932,,,"Organización de conferencias, reuniones, convenciones y exposiciones comerciales",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CIT S.R.L.,, Calle Florida N° 193 ,3353017,,,"Reparación de computadoras, servidores informáticos y terminales informáticas",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELIANA KARLA VARGAS FUENTES,, Calle Tirso De Molina N° 13 ,71348101,,,"Instalaciones de fontanería, calefacción y aire acondicionado",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRIO AUDIO CARS,Expertos en sonido, Av. Santa Cruz (frente a ITS) ,3362437,trioaudiocars@cotas.com.bo,www.trioaudiocars.web.bo,Equipos de sonido para vehículos,3123326,Sistemas de sonido,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PASTA EXPRESS S.R.L.,," Av. Busch, Supermercado Ic-norte N° S/n Edificio: Supermercado Ic Norte Plaza De Comidas Piso: Pb ",76002301,,,Elaboración de otros productos alimenticios n.c.p.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHIC PELUQUERIA,, Calle Aguairenda N° 159 ,3292856,,,Servicios de peluquería y otros tratamientos de belleza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YPLUS GREEN S.R.L.,, Calle San Jorge N° 35 ,3438222,,,Actividades de arquitectura e ingeniería y actividades conexas de consultoría té,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROSVEL S.R.L.,, Calle Dr.lucindo Rosado N° 3110 ,3571484,,,Alquiler de maquinaria y equipo de construcción e ingeniería civil sin operador,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
